name,phone,address,city,state,zip_code,email,website,category,license_number,license_type,license_expiry,types_of_work,bbb_rating,google_rating,review_count,bbb_profile_url,source,is_new_to_db
Become a Sponsor,,,Anchorage,AK,,,https://drive.google.com/file/d/1v4uRORy77W71sxyUkNv0Hc0IPme_uqjX/view?usp=sharing,General Contractor,,,,,,,,https://drive.google.com/file/d/1v4uRORy77W71sxyUkNv0Hc0IPme_uqjX/view?usp=sharing,Anchorage Chamber of Commerce — General Contractors,yes
Board of Directors,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://www.anchoragechamber.org/board-of-directors/,Anchorage Chamber of Commerce — General Contractors,yes
Boiler Man Plumbing &HeatingInc,(907) 745-2230,6800 Lonesome Dr,Palmer,AK,99645,,,"Plumber, Heating Contractors, Boiler Repair",,,,,A+,,,https://www.bbb.org/us/ak/palmer/profile/plumber/boiler-man-plumbing-heating-inc-1296-22541667,BBB,yes
Boone GeneralContractorsLLC,(907) 227-9145,PO Box 872574,Wasilla,AK,99687,,,"General Contractor, Home Builders, Fire and Water Damage Restoration",,,,,A+,,,https://www.bbb.org/us/ak/wasilla/profile/general-contractor/boone-general-contractors-llc-1296-22714305,BBB,yes
"Bowker MechanicalHVAC, LLC.",(907) 373-2330,7160 W Anna Marie Dr,Wasilla,AK,99623,,,Heating and Air Conditioning,,,,,B-,,,https://www.bbb.org/us/ak/wasilla/profile/heating-and-air-conditioning/bowker-mechanical-hvac-llc-1296-22062725,BBB,yes
Business After Hours,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://www.anchoragechamber.org/business-after-hours/,Anchorage Chamber of Commerce — General Contractors,yes
Calendar,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://business.anchoragechamber.org/events/calendarcatgid/6%C2%A0,Anchorage Chamber of Commerce — General Contractors,yes
Caliber Mechanical LLC,907-707-4716,"PO Box 88 Palmer, AK  99645",Anchorage,AK,,,,Plumbing / Pipefitting,,,,,,,,,UA Local 367,yes
Careers,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://www.anchoragechamber.org/careers/,Anchorage Chamber of Commerce — General Contractors,yes
Central Plumbing & Heating,907-562-2511,"212 E International Airport Road Anchorage, AK  99518",Anchorage,AK,,,,Plumbing / Pipefitting,,,,,,,,,UA Local 367,yes
Chamber Academy,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://www.anchoragechamber.org/chamber-academy/,Anchorage Chamber of Commerce — General Contractors,yes
Chamber Calendar,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://business.anchoragechamber.org/events/calendarcatgid/6 ,Anchorage Chamber of Commerce — General Contractors,yes
Committees,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://www.anchoragechamber.org/committees/,Anchorage Chamber of Commerce — General Contractors,yes
Community Care Kit,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://www.anchoragechamber.org/carekit/,Anchorage Chamber of Commerce — General Contractors,yes
Contact Us,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://business.anchoragechamber.org/contact,Anchorage Chamber of Commerce — General Contractors,yes
Cool Air Mechanical Inc.,907-952-0221,"6132 Nielsen Way Anchorage, AK  99518",Anchorage,AK,,,,Plumbing / Pipefitting,,,,,,,,,UA Local 367,yes
Curtis Plumbing &Heating,(907) 694-2190,13135 Old Glenn Hwy Ste 104,Eagle River,AK,99577,,,"Plumber, Heating Contractors",,,,,,,,https://www.bbb.org/us/ak/eagle-river/profile/plumber/curtis-plumbing-heating-1296-22234226,BBB,yes
"Custom Mechanical Systems, Inc.",(907) 376-8270,PO Box 874491,Wasilla,AK,99687,,,"Commercial Air Conditioning Contractors, Heating Contractors",,,,,A+,,,https://www.bbb.org/us/ak/wasilla/profile/commercial-air-conditioning-contractors/custom-mechanical-systems-inc-1296-22439264/addressId/375891,BBB,yes
Dare Home Repair & Remodel,(907) 691-6860,19311 Eagle River Rd,Eagle River,AK,99577,,,"Home Repair, Roofing Contractors, Concrete Contractors",,,,,A+,,,https://www.bbb.org/us/ak/eagle-river/profile/home-repair/dare-home-repair-remodel-1296-1000129147,BBB,yes
Definitive Construction,(907) 350-2630,PO Box 112042,Anchorage,AK,99511,,,"Roofing Contractors, General Contractor, Carpenter",,,,,,,,https://www.bbb.org/us/ak/anchorage/profile/roofing-contractors/definitive-construction-1296-22513604,BBB,yes
Diversity and Inclusion,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://www.anchoragechamber.org/diversity-inclusion/,Anchorage Chamber of Commerce — General Contractors,yes
"Diversity, Equity & Inclusion",,,Anchorage,AK,,,,General Contractor,,,,,,,,https://www.anchoragechamber.org/diversity-inclusion/,Anchorage Chamber of Commerce — General Contractors,yes
"Diversity, Equity & Inclusion Resources",,,Anchorage,AK,,,,General Contractor,,,,,,,,https://www.anchoragechamber.org/diversity-equity-inclusion-resources/,Anchorage Chamber of Commerce — General Contractors,yes
"Eagle River Heating and Mechanical, LLC",(907) 315-2998,19274 Middleton Loop,Eagle River,AK,99577,,,Heating and Air Conditioning,,,,,A+,,,https://www.bbb.org/us/ak/eagle-river/profile/heating-and-air-conditioning/eagle-river-heating-and-mechanical-llc-1296-1000140910,BBB,yes
Elfisch Plumbing &Heating,(907) 373-6265,PO Box 874081,Wasilla,AK,99687,,,"Plumber, Heating Contractors, Sewer Cleaning",,,,,A+,,,https://www.bbb.org/us/ak/wasilla/profile/plumber/elfisch-plumbing-heating-1296-22528727,BBB,yes
Encore Mechanical Inc,(907) 746-2705,16070 E Virginia Ave,Palmer,AK,99645,,,"Mechanical Contractors, Plumber, Heating and Air Conditioning",,,,,A+,,,https://www.bbb.org/us/ak/palmer/profile/mechanical-contractors/encore-mechanical-inc-1296-22063066,BBB,yes
Eureka Plumbing &HeatingServices,(907) 952-3452,12408 Winter Park Cir,Eagle River,AK,99577,,,"Plumber, Heating Contractors",,,,,A+,,,https://www.bbb.org/us/ak/eagle-river/profile/plumber/eureka-plumbing-heating-services-1296-22783164,BBB,yes
Ever Electric Inc dba Island Electric,,"5351 Commercial Blvd (Lic#217361 IC,",Juneau,AK,99801,,,Electrical Contractor,,Electrical,,,,,,,Alaska NECA,yes
Extreme Heating and Air Inc,(907) 726-1805,16805 Farm Ave,Eagle River,AK,99577,,,"Heating and Air Conditioning, Plumber, Heating Contractors",,,,,A+,,,https://www.bbb.org/us/ak/eagle-river/profile/heating-and-air-conditioning/extreme-heating-and-air-inc-1296-22717112,BBB,yes
Flow Star Plumbing and Heating LLC,907-406-2439,"1316 E 74th Ave Anchorage, AK  99518",Anchorage,AK,,,,Plumbing / Pipefitting,,,,,,,,,UA Local 367,yes
Freedom Mechanical,(907) 232-1367,PO Box 871175,Wasilla,AK,99687,,,"Mechanical Contractors, Plumber, Heating Contractors",,,,,,,,https://www.bbb.org/us/ak/wasilla/profile/mechanical-contractors/freedom-mechanical-1296-22717270,BBB,yes
Full Tilt Mechanical & Construction LLC,907-590-2019,"2353 Nussbaumer Street Fairbanks, AK  99709",Anchorage,AK,,,,Plumbing / Pipefitting,,,,,,,,,UA Local 367,yes
Fullford Electric Inc,,"303 E Van Horn Rd (Lic#CONE8005 UCW, OC,",Fairbanks,AK,99701,,,Electrical Contractor,,Electrical,,,,,,,Alaska NECA,yes
Fusion Plumbing LLC,(907) 301-8897,10125 Baffin St,Eagle River,AK,99577,,,"Plumber, Heating Contractors, Boiler Repair",,,,,A+,,,https://www.bbb.org/us/ak/eagle-river/profile/plumber/fusion-plumbing-llc-1296-22784292,BBB,yes
Get Involved,,,Anchorage,AK,,,https://drive.google.com/file/d/1v4uRORy77W71sxyUkNv0Hc0IPme_uqjX/view?usp=sharing,General Contractor,,,,,,,,https://www.anchoragechamber.org/chamber-events/,Anchorage Chamber of Commerce — General Contractors,yes
Gold Pan Awards,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://www.anchoragechamber.org/gold-pan-awards/,Anchorage Chamber of Commerce — General Contractors,yes
"H And H Sheet Metal, Inc",(907) 745-4233,2110 S Glenn Hwy # 3,Palmer,AK,99645,,,Heating and Air Conditioning,,,,,A+,,,https://www.bbb.org/us/ak/palmer/profile/heating-and-air-conditioning/h-and-h-sheet-metal-inc-1296-1000067732,BBB,yes
Hall Quality Homes,(907) 746-2757,968 S Blunck St,Palmer,AK,99645,,,"Building Contractors, General Contractor, Home Builders",,,,,A+,,,https://www.bbb.org/us/ak/palmer/profile/building-contractors/hall-quality-homes-1296-22063262,BBB,yes
Hard Rok Plumbing and Heating LLC,(907) 373-7892,4740 E Fattic Dr,Wasilla,AK,99654,,,"Plumber, Heating and Air Conditioning, Heating Contractors",,,,,A+,,,https://www.bbb.org/us/ak/wasilla/profile/plumber/hard-rok-plumbing-and-heating-llc-1296-16966,BBB,yes
"Heatco, LLC",(907) 694-3273,17141 N Eagle River Loop Rd,Eagle River,AK,99577,,,Air Conditioning Contractors,,,,,A+,,,https://www.bbb.org/us/ak/eagle-river/profile/air-conditioning-contractor/heatco-llc-1296-22053127,BBB,yes
Heatworks Inc,(907) 232-7246,PO Box 873734,Wasilla,AK,99687,,,"Air Conditioning Contractors, Heating and Air Conditioning",,,,,,,,https://www.bbb.org/us/ak/wasilla/profile/air-conditioning-contractor/heatworks-inc-1296-22235530,BBB,yes
Hiland Mechanical LLC,(907) 694-5128,5128 Hiland Rd,Eagle River,AK,99577,,,"Mechanical Contractors, Plumber, Heating Contractors",,,,,,,,https://www.bbb.org/us/ak/eagle-river/profile/mechanical-contractors/hiland-mechanical-llc-1296-22630202,BBB,yes
Hofmann Contracting,(907) 602-3569,282 E Eagle Vista Cir,Wasilla,AK,99654,,,"General Contractor, Landscape Contractors, Lawn Maintenance",,,,,A+,,,https://www.bbb.org/us/ak/wasilla/profile/general-contractor/hofmann-contracting-1296-22959246,BBB,yes
Homan Inc,(206) 202-4459,12741 Iris Way,Eagle River,AK,99577,,,"General Contractor, Construction Services, Home Builders",,,,,A+,,,https://www.bbb.org/us/ak/eagle-river/profile/general-contractor/homan-inc-1296-22053238,BBB,yes
Hot Deals,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://business.anchoragechamber.org/hotdeals,Anchorage Chamber of Commerce — General Contractors,yes
Huntsman Builders,(907) 727-8721,PO Box 770070,Eagle River,AK,99577,,,"Fire and Water Damage Restoration, General Contractor, Home Builders",,,,,A+,,,https://www.bbb.org/us/ak/eagle-river/profile/fire-water-damage-restoration/huntsman-builders-1296-22226058,BBB,yes
InsulationContractorsof Alaska LLC,(907) 538-9082,891 N Tina Ln,Palmer,AK,99645,,,Mechanical Insulation Contractors,,,,,,,,https://www.bbb.org/us/ak/palmer/profile/mechanical-insulation-contractors/insulation-contractors-of-alaska-llc-1296-22947667,BBB,yes
International Mechanical,907-563-3044,"646 East Dowling Road Anchorage, AK  99518",Anchorage,AK,,,,Plumbing / Pipefitting,,,,,,,,,UA Local 367,yes
J & S Plumbing and Heating,(907) 750-2007,PO Box 879567,Wasilla,AK,99687,,,"Plumber, Heating and Air Conditioning, Air Conditioning Contractors",,,,,A+,,,https://www.bbb.org/us/ak/wasilla/profile/plumber/j-s-plumbing-and-heating-1296-1000066754/addressId/636663,BBB,yes
J G H Plumbing &HeatingInc,(907) 745-7937,5885 N Yale Ct,Palmer,AK,99645,,,"Plumber, Heating Contractors",,,,,,,,https://www.bbb.org/us/ak/palmer/profile/plumber/j-g-h-plumbing-heating-inc-1296-22527521,BBB,yes
Jez Plumbing & Heating,(907) 694-3255,12244 Center St,Eagle River,AK,99577,,,Air Conditioning Contractors,,,,,,,,https://www.bbb.org/us/ak/eagle-river/profile/air-conditioning-contractor/jez-plumbing-heating-1296-22054354,BBB,yes
Job Postings,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://business.anchoragechamber.org/jobs,Anchorage Chamber of Commerce — General Contractors,yes
Join Today!,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://www.anchoragechamber.org/membership-benefits/,Anchorage Chamber of Commerce — General Contractors,yes
Kachemak Electric Co Inc,,42877 Kenai Spur Hwy,Kenai,AK,99611,,,Electrical Contractor,"Lic#11285 UCW, IC",Electrical,,,,,,,Alaska NECA,yes
Knik Heating LLC,(907) 357-6111,4051 W Lamont Way,Wasilla,AK,99623,,,"Heating and Air Conditioning, Heating Contractors, Plumbing and Heating",,,,,A+,,,https://www.bbb.org/us/ak/wasilla/profile/heating-and-air-conditioning/knik-heating-llc-1296-22720673,BBB,yes
Lakeview Mechanical LLC,(907) 385-5877,4355 N Kilby Ln,Palmer,AK,99645,,,"Mechanical Contractors, Plumber, Heating Contractors",,,,,A+,,,https://www.bbb.org/us/ak/palmer/profile/mechanical-contractors/lakeview-mechanical-llc-1296-1000083821,BBB,yes
"Living Waters Plumbing & Mechanical, LLC",907-202-1038,"504 West 54th Avenue Anchorage, AK  99518",Anchorage,AK,,,,Plumbing / Pipefitting,,,,,,,,,UA Local 367,yes
Main Line Mechanical,907-230-8928,"205 E Dimond Blvd, #720 Anchorage, AK  99515",Anchorage,AK,,,,Plumbing / Pipefitting,,,,,,,,,UA Local 367,yes
Mantech Mechanical,907-349-2567,"7401 Arctic Blvd, #1 Anchorage, AK  99518",Anchorage,AK,,,,Plumbing / Pipefitting,,,,,,,,,UA Local 367,yes
Mat-Su Mechanical Inc,(907) 376-2029,1265 E Lolly Cir,Wasilla,AK,99654,,,"Heating and Air Conditioning, Plumber, Heating Contractors",,,,,A+,,,https://www.bbb.org/us/ak/wasilla/profile/heating-and-air-conditioning/mat-su-mechanical-inc-1296-22026415,BBB,yes
MDSMechanical,(907) 373-2637,901 S Hermon Rd # 2,Wasilla,AK,99654,,,Mechanical Insulation Contractors,,,,,,,,https://www.bbb.org/us/ak/wasilla/profile/mechanical-insulation-contractors/mds-mechanical-1296-22691347,BBB,yes
Meadow Lakes Supply Company Plumbing & Heating LLC,(907) 373-2746,523 S Vine Rd,Wasilla,AK,99623,,,"Heating Contractors, Plumber, Heating and Air Conditioning",,,,,A+,,,https://www.bbb.org/us/ak/wasilla/profile/heating-contractors/meadow-lakes-supply-company-plumbing-heating-llc-1296-22666145,BBB,yes
Mechanical Builders Inc.,907-646-5100,"3305 Arctic Blvd, Ste 201 Anchorage, AK  99503",Anchorage,AK,,,,Plumbing / Pipefitting,,,,,,,,,UA Local 367,yes
Mechanical Construction & Consulting,907-563-3155,"10330 Old Seward Highway Anchorage, AK  99515",Anchorage,AK,,,,Plumbing / Pipefitting,,,,,,,,,UA Local 367,yes
Mechanical Specialist Inc,(907) 376-3301,1960 E Foundry Way,Wasilla,AK,99654,,,"Mechanical Contractors, Plumber, Heating Contractors",,,,,,,,https://www.bbb.org/us/ak/wasilla/profile/mechanical-contractors/mechanical-specialist-inc-1296-22439347,BBB,yes
Member Application,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://business.anchoragechamber.org/member/newmemberapp,Anchorage Chamber of Commerce — General Contractors,yes
Member Center,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://business.anchoragechamber.org/login,Anchorage Chamber of Commerce — General Contractors,yes
Member Directory,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://business.anchoragechamber.org/list,Anchorage Chamber of Commerce — General Contractors,yes
Member Events,,,Anchorage,AK,,,,General Contractor,,,,,,,,http://business.anchoragechamber.org/events/calendarcatgid/25,Anchorage Chamber of Commerce — General Contractors,yes
Member Login,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://business.anchoragechamber.org/login,Anchorage Chamber of Commerce — General Contractors,yes
Member News,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://business.anchoragechamber.org/news/,Anchorage Chamber of Commerce — General Contractors,yes
Member to Member Deals,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://business.anchoragechamber.org/membertomember,Anchorage Chamber of Commerce — General Contractors,yes
Membership Benefits,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://www.anchoragechamber.org/membership-benefits/,Anchorage Chamber of Commerce — General Contractors,yes
Membership Directory,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://business.anchoragechamber.org/list,Anchorage Chamber of Commerce — General Contractors,yes
Membership Orientation,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://www.anchoragechamber.org/membership-orientation/,Anchorage Chamber of Commerce — General Contractors,yes
Membership Pricing,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://www.anchoragechamber.org/membership-pricing/,Anchorage Chamber of Commerce — General Contractors,yes
Michels Power Inc,,1775 E Shady Ln,Neenah,WI,54956,,,Electrical Contractor,,Electrical,,,,,,,Alaska NECA,yes
Military Committee,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://www.anchoragechamber.org/military-committee/,Anchorage Chamber of Commerce — General Contractors,yes
National Civics Bee,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://www.anchoragechamber.org/national-civics-bee/,Anchorage Chamber of Commerce — General Contractors,yes
NobleMechanicalLLC,(907) 631-5211,2805 N Green Forest Dr,Palmer,AK,99645,,,"Mechanical Contractors, General Contractor",,,,,A+,,,https://www.bbb.org/us/ak/palmer/profile/mechanical-contractors/noble-mechanical-llc-1296-10681,BBB,yes
Northern Powerline Constructors Inc,,"3210 Industrial Ave (Lic#313965 UWC, UL,",Fairbanks,AK,99701,,,Electrical Contractor,,Electrical,,,,,,,Alaska NECA,yes
Northern Powerline Constructors Inc,,2457 Brandy Lane,Juneau,AK,99801,,,Electrical Contractor,"Lic#1341 UCW, UL",Electrical,,,,,,,Alaska NECA,yes
"Northern Refrigeration Services, Inc.",907-202-4548,"1120 Huffman, Suite 24 PMB 361 Anchorage, AK  99515",Anchorage,AK,,,,Plumbing / Pipefitting,,,,,,,,,UA Local 367,yes
Northwest Mechanical LLC,(907) 715-4590,PO Box 875787,Wasilla,AK,99687,,,"Mechanical Contractors, Heating and Air Conditioning",,,,,,,,https://www.bbb.org/us/ak/wasilla/profile/mechanical-contractors/northwest-mechanical-llc-1296-22689556,BBB,yes
Northwind Mechanical,907-522-8525,"PO Box 220929 Anchorage, AK  99522",Anchorage,AK,,,,Plumbing / Pipefitting,,,,,,,,,UA Local 367,yes
Our Team,,,Anchorage,AK,,,,General Contractor,,,,,,,,https://www.anchoragechamber.org/staff/,Anchorage Chamber of Commerce — General Contractors,yes
Patrick Mechanical LLC,907-452-3334,"3307 International Street Fairbanks, AK  99701",Anchorage,AK,,,,Plumbing / Pipefitting,,,,,,,,,UA Local 367,yes
